timestamp,open,high,low,close,volume
2024-01-01 00:00:00,34997.0,35000.0,34932.0,34964.0,7106.0
2024-01-01 00:01:00,34972.0,34976.0,34930.0,34943.0,12927.0
2024-01-01 00:02:00,34950.0,35096.0,34934.0,35084.0,4941.0
2024-01-01 00:03:00,35078.0,35155.0,35069.0,35128.0,8935.0
2024-01-01 00:04:00,35127.0,35136.0,34998.0,35024.0,5327.0
2024-01-01 00:05:00,35039.0,35057.0,34947.0,34981.0,6362.0
2024-01-01 00:06:00,34966.0,35027.0,34966.0,35005.0,7580.0
2024-01-01 00:07:00,35001.0,35026.0,34992.0,35012.0,5320.0
2024-01-01 00:08:00,35010.0,35052.0,34998.0,35051.0,13235.0
2024-01-01 00:09:00,35048.0,35196.0,35027.0,35165.0,4439.0
2024-01-01 00:10:00,35171.0,35174.0,35132.0,35162.0,12129.0
2024-01-01 00:11:00,35168.0,35267.0,35158.0,35246.0,4804.0
2024-01-01 00:12:00,35243.0,35303.0,35240.0,35290.0,3623.0
2024-01-01 00:13:00,35289.0,35296.0,35242.0,35249.0,13971.0
2024-01-01 00:14:00,35241.0,35261.0,35208.0,35238.0,6644.0
2024-01-01 00:15:00,35234.0,35254.0,35222.0,35233.0,7499.0
2024-01-01 00:16:00,35230.0,35440.0,35211.0,35419.0,13778.0
2024-01-01 00:17:00,35421.0,35428.0,35347.0,35369.0,8942.0
2024-01-01 00:18:00,35365.0,35381.0,35362.0,35374.0,9286.0
2024-01-01 00:19:00,35388.0,35411.0,35387.0,35406.0,7163.0
2024-01-01 00:20:00,35385.0,35410.0,35377.0,35392.0,9926.0
2024-01-01 00:21:00,35370.0,35465.0,35369.0,35454.0,12653.0
2024-01-01 00:22:00,35450.0,35511.0,35446.0,35494.0,8401.0
2024-01-01 00:23:00,35495.0,35532.0,35476.0,35521.0,13964.0
2024-01-01 00:24:00,35528.0,35546.0,35457.0,35479.0,6971.0
2024-01-01 00:25:00,35472.0,35511.0,35453.0,35505.0,14157.0
2024-01-01 00:26:00,35508.0,35514.0,35425.0,35435.0,14508.0
2024-01-01 00:27:00,35430.0,35440.0,35314.0,35329.0,11205.0
2024-01-01 00:28:00,35320.0,35344.0,35313.0,35338.0,7928.0
2024-01-01 00:29:00,35337.0,35376.0,35334.0,35344.0,10323.0
2024-01-01 00:30:00,35356.0,35356.0,35286.0,35304.0,3508.0
2024-01-01 00:31:00,35314.0,35330.0,35237.0,35256.0,3527.0
2024-01-01 00:32:00,35259.0,35272.0,35221.0,35249.0,2763.0
2024-01-01 00:33:00,35248.0,35293.0,35231.0,35284.0,4712.0
2024-01-01 00:34:00,35289.0,35301.0,35273.0,35293.0,14222.0
2024-01-01 00:35:00,35297.0,35368.0,35286.0,35365.0,3944.0
2024-01-01 00:36:00,35375.0,35457.0,35354.0,35430.0,8771.0
2024-01-01 00:37:00,35431.0,35444.0,35240.0,35257.0,14783.0
2024-01-01 00:38:00,35258.0,35265.0,35191.0,35223.0,12935.0
2024-01-01 00:39:00,35226.0,35245.0,35134.0,35144.0,5076.0
2024-01-01 00:40:00,35148.0,35172.0,35137.0,35161.0,12713.0
2024-01-01 00:41:00,35155.0,35191.0,35151.0,35181.0,12193.0
2024-01-01 00:42:00,35179.0,35291.0,35177.0,35257.0,11513.0
2024-01-01 00:43:00,35254.0,35300.0,35249.0,35293.0,7041.0
2024-01-01 00:44:00,35292.0,35299.0,35192.0,35193.0,8985.0
2024-01-01 00:45:00,35189.0,35190.0,35138.0,35152.0,4130.0
2024-01-01 00:46:00,35147.0,35179.0,35138.0,35164.0,10177.0
2024-01-01 00:47:00,35150.0,35202.0,35130.0,35175.0,13851.0
2024-01-01 00:48:00,35183.0,35319.0,35182.0,35316.0,14825.0
2024-01-01 00:49:00,35324.0,35337.0,35279.0,35281.0,5943.0
2024-01-01 00:50:00,35282.0,35291.0,35173.0,35195.0,10468.0
