timestamp,open,high,low,close,volume
2024-01-01 00:00:00,1999.48,2000.1200000000001,1986.24,1988.93,5494.0
2024-01-01 00:01:00,1988.15,1991.72,1987.6200000000001,1989.45,5311.0
2024-01-01 00:02:00,1989.23,1993.91,1988.69,1992.76,3642.0
2024-01-01 00:03:00,1992.44,1992.57,1988.98,1991.31,4169.0
2024-01-01 00:04:00,1991.26,1997.41,1991.1200000000001,1996.91,4178.0
2024-01-01 00:05:00,1998.29,1998.48,1995.16,1996.6000000000001,1699.0
2024-01-01 00:06:00,1996.19,2005.76,1996.0,2003.5800000000002,4598.0
2024-01-01 00:07:00,2004.0,2009.77,2002.54,2008.16,1337.0
2024-01-01 00:08:00,2007.5800000000002,2010.02,2005.96,2009.24,2369.0
2024-01-01 00:09:00,2009.53,2017.03,2008.1000000000001,2015.51,2741.0
2024-01-01 00:10:00,2015.94,2017.57,2008.74,2009.68,2339.0
2024-01-01 00:11:00,2009.32,2017.57,2007.77,2016.25,5465.0
2024-01-01 00:12:00,2015.65,2015.78,2008.5,2008.76,2787.0
2024-01-01 00:13:00,2008.0800000000002,2008.38,1996.79,1999.78,5061.0
2024-01-01 00:14:00,2000.75,2000.77,1997.55,1999.3300000000002,1567.0
2024-01-01 00:15:00,1999.15,2004.98,1998.93,2003.14,3601.0
2024-01-01 00:16:00,2003.04,2004.47,1997.97,1999.45,3443.0
2024-01-01 00:17:00,1998.81,2000.0900000000001,1990.8500000000001,1992.77,4138.0
2024-01-01 00:18:00,1993.81,1994.3300000000002,1988.39,1989.95,3158.0
2024-01-01 00:19:00,1989.9,1990.57,1976.56,1977.1200000000001,5407.0
2024-01-01 00:20:00,1976.96,1977.2,1972.3,1973.6000000000001,4512.0
2024-01-01 00:21:00,1972.8300000000002,1983.31,1971.5800000000002,1981.25,2351.0
2024-01-01 00:22:00,1981.99,1983.7,1978.3600000000001,1979.98,2618.0
2024-01-01 00:23:00,1979.76,1980.23,1975.74,1977.41,1719.0
2024-01-01 00:24:00,1977.81,1986.42,1977.01,1984.5800000000002,4117.0
2024-01-01 00:25:00,1984.93,1992.79,1983.8700000000001,1991.3400000000001,1870.0
2024-01-01 00:26:00,1991.24,1991.51,1985.17,1987.5900000000001,5198.0
2024-01-01 00:27:00,1988.21,1988.5,1985.26,1988.17,5521.0
2024-01-01 00:28:00,1988.42,1993.23,1986.78,1992.5,5719.0
2024-01-01 00:29:00,1992.31,1993.29,1983.0,1985.68,3368.0
2024-01-01 00:30:00,1986.31,1986.6000000000001,1982.4,1984.92,1029.0
2024-01-01 00:31:00,1985.1000000000001,1986.07,1975.71,1978.3700000000001,3369.0
2024-01-01 00:32:00,1977.46,1984.26,1976.69,1983.8500000000001,1905.0
2024-01-01 00:33:00,1984.68,1986.27,1975.5800000000002,1978.2,2508.0
2024-01-01 00:34:00,1976.89,1977.23,1974.29,1975.68,4081.0
2024-01-01 00:35:00,1975.53,1983.63,1974.43,1980.99,2169.0
2024-01-01 00:36:00,1980.13,1980.39,1973.5900000000001,1975.6100000000001,2893.0
2024-01-01 00:37:00,1976.28,1980.26,1976.28,1978.8700000000001,4922.0
2024-01-01 00:38:00,1977.89,1982.24,1976.66,1980.17,1312.0
2024-01-01 00:39:00,1979.76,1980.47,1977.53,1979.5900000000001,1268.0
2024-01-01 00:40:00,1980.24,1983.06,1978.8300000000002,1980.28,3719.0
2024-01-01 00:41:00,1980.66,1985.0,1979.06,1984.24,1979.0
2024-01-01 00:42:00,1983.71,1987.18,1982.0800000000002,1984.74,2059.0
2024-01-01 00:43:00,1985.27,1995.71,1983.51,1994.26,3917.0
2024-01-01 00:44:00,1994.42,1995.25,1990.31,1991.4,3136.0
2024-01-01 00:45:00,1991.68,1995.6000000000001,1990.52,1994.94,2156.0
2024-01-01 00:46:00,1994.0,1996.68,1993.78,1995.94,2064.0
2024-01-01 00:47:00,1996.07,1996.46,1994.5800000000002,1996.03,4987.0
2024-01-01 00:48:00,1995.17,1997.39,1993.98,1995.65,2584.0
2024-01-01 00:49:00,1996.92,1996.95,1995.81,1996.48,5855.0
2024-01-01 00:50:00,1997.64,2008.46,1996.6100000000001,2006.57,2663.0
2024-01-01 00:51:00,2008.0900000000001,2008.28,2004.3500000000001,2006.74,2499.0
2024-01-01 00:52:00,2006.44,2007.79,1999.65,2000.0,3718.0
2024-01-01 00:53:00,2000.91,2009.81,2000.3,2008.0,4889.0
2024-01-01 00:54:00,2008.99,2009.3600000000001,2005.67,2007.16,1160.0
2024-01-01 00:55:00,2007.52,2007.53,2000.04,2002.96,5405.0
2024-01-01 00:56:00,2002.7,2004.5800000000002,2002.65,2003.41,3775.0
2024-01-01 00:57:00,2002.03,2005.8300000000002,2001.93,2003.55,4036.0
2024-01-01 00:58:00,2004.56,2004.73,2000.93,2001.22,2222.0
2024-01-01 00:59:00,2000.94,2005.19,1999.82,2003.5,1186.0
2024-01-01 01:00:00,2002.96,2003.64,1998.6200000000001,2001.0900000000001,3724.0
2024-01-01 01:01:00,2001.3600000000001,2003.8,1999.95,2003.79,2495.0
2024-01-01 01:02:00,2004.26,2010.5,2003.15,2009.96,3127.0
2024-01-01 01:03:00,2009.53,2010.22,2006.8600000000001,2008.78,1440.0
2024-01-01 01:04:00,2009.4,2010.66,1999.92,2002.82,5343.0
2024-01-01 01:05:00,2003.1000000000001,2007.72,2002.47,2005.48,1603.0
2024-01-01 01:06:00,2004.67,2007.53,2003.82,2006.27,2225.0
