timestamp,open,high,low,close,volume
2024-01-01 00:00:00,1.25239,1.25251,1.25207,1.25245,1142
2024-01-01 00:05:00,1.25245,1.25224,1.25187,1.25194,1544
2024-01-01 00:10:00,1.25194,1.2519,1.25178,1.25182,1609
2024-01-01 00:15:00,1.25182,1.25221,1.25141,1.25206,1759
2024-01-01 00:20:00,1.25206,1.25113,1.25073,1.251,1651
2024-01-01 00:25:00,1.251,1.25092,1.25033,1.25078,1083
2024-01-01 00:30:00,1.25078,1.25131,1.25061,1.25064,1428
2024-01-01 00:35:00,1.25064,1.25218,1.25078,1.25119,1736
2024-01-01 00:40:00,1.25119,1.25155,1.25067,1.25105,1309
2024-01-01 00:45:00,1.25105,1.25123,1.25054,1.25093,1441
2024-01-01 00:50:00,1.25093,1.25199,1.25176,1.25192,1778
2024-01-01 00:55:00,1.25192,1.25213,1.25136,1.25176,1797
2024-01-01 01:00:00,1.25176,1.25104,1.25091,1.25103,1825
2024-01-01 01:05:00,1.25103,1.25141,1.25084,1.25124,1183
2024-01-01 01:10:00,1.25124,1.25198,1.25152,1.25178,1426
2024-01-01 01:15:00,1.25178,1.25142,1.2505,1.25113,1597
2024-01-01 01:20:00,1.25113,1.25049,1.25041,1.25048,1691
2024-01-01 01:25:00,1.25048,1.24999,1.24937,1.24988,1223
2024-01-01 01:30:00,1.24988,1.25073,1.25054,1.25069,1486
2024-01-01 01:35:00,1.25069,1.24981,1.24922,1.2495,1240
2024-01-01 01:40:00,1.2495,1.24903,1.24806,1.249,1629
2024-01-01 01:45:00,1.249,1.24932,1.24922,1.24923,1209
2024-01-01 01:50:00,1.24923,1.25007,1.24998,1.24999,1403
2024-01-01 01:55:00,1.24999,1.25058,1.25013,1.2505,1073
2024-01-01 02:00:00,1.2505,1.25061,1.25015,1.25029,1651
2024-01-01 02:05:00,1.25029,1.24991,1.24953,1.24968,1316
2024-01-01 02:10:00,1.24968,1.24971,1.24939,1.24957,1051
2024-01-01 02:15:00,1.24957,1.24999,1.24925,1.2495,1263
2024-01-01 02:20:00,1.2495,1.24868,1.24841,1.24866,1900
2024-01-01 02:25:00,1.24866,1.24985,1.24956,1.24957,1674
2024-01-01 02:30:00,1.24957,1.25018,1.24926,1.24963,1567
2024-01-01 02:35:00,1.24963,1.25055,1.24993,1.2503,1910
2024-01-01 02:40:00,1.2503,1.25061,1.25052,1.25054,1560
2024-01-01 02:45:00,1.25054,1.25112,1.25044,1.25064,2297
2024-01-01 02:50:00,1.25064,1.25089,1.25057,1.25064,1471
2024-01-01 02:55:00,1.25064,1.2514,1.2512,1.25123,1460
2024-01-01 03:00:00,1.25123,1.252,1.2513,1.25148,1540
2024-01-01 03:05:00,1.25148,1.25196,1.2513,1.25158,1878
2024-01-01 03:10:00,1.25158,1.2524,1.25194,1.25214,1399
2024-01-01 03:15:00,1.25214,1.25235,1.2519,1.25226,1477
2024-01-01 03:20:00,1.25226,1.25314,1.25258,1.25289,1368
2024-01-01 03:25:00,1.25289,1.2534,1.25263,1.25332,1000
2024-01-01 03:30:00,1.25332,1.25425,1.25329,1.25368,1403
2024-01-01 03:35:00,1.25368,1.25435,1.25408,1.25418,1590
2024-01-01 03:40:00,1.25418,1.25427,1.25331,1.25398,1814
2024-01-01 03:45:00,1.25398,1.25406,1.25337,1.25397,1000
2024-01-01 03:50:00,1.25397,1.25436,1.25395,1.25425,1667
2024-01-01 03:55:00,1.25425,1.25427,1.25377,1.25404,1329
2024-01-01 04:00:00,1.25404,1.25426,1.254,1.25418,1004
2024-01-01 04:05:00,1.25418,1.25388,1.25339,1.25375,1557
2024-01-01 04:10:00,1.25375,1.25626,1.25596,1.25596,1682
2024-01-01 04:15:00,1.25596,1.25688,1.25641,1.25687,1352
2024-01-01 04:20:00,1.25687,1.25649,1.25627,1.25634,1058
2024-01-01 04:25:00,1.25634,1.25649,1.25612,1.25636,1789
2024-01-01 04:30:00,1.25636,1.25721,1.25678,1.25707,1610
2024-01-01 04:35:00,1.25707,1.25657,1.25612,1.25622,1494
2024-01-01 04:40:00,1.25622,1.25566,1.25521,1.2554,1464
2024-01-01 04:45:00,1.2554,1.25618,1.256,1.25602,1614
2024-01-01 04:50:00,1.25602,1.25601,1.25523,1.25538,1146
2024-01-01 04:55:00,1.25538,1.25557,1.2549,1.25521,1549
2024-01-01 05:00:00,1.25521,1.2545,1.25384,1.25422,1044
2024-01-01 05:05:00,1.25422,1.25552,1.25493,1.25548,1616
2024-01-01 05:10:00,1.25548,1.25557,1.25485,1.25522,1861
2024-01-01 05:15:00,1.25522,1.25516,1.25486,1.25515,1596
2024-01-01 05:20:00,1.25515,1.2555,1.25533,1.25548,1385
2024-01-01 05:25:00,1.25548,1.25614,1.25528,1.25599,1476
2024-01-01 05:30:00,1.25599,1.25591,1.25561,1.25572,1048
2024-01-01 05:35:00,1.25572,1.25621,1.25595,1.25613,1913
2024-01-01 05:40:00,1.25613,1.25547,1.25515,1.25537,1223
2024-01-01 05:45:00,1.25537,1.25531,1.25503,1.25531,1250
2024-01-01 05:50:00,1.25531,1.25469,1.25438,1.25458,1605
2024-01-01 05:55:00,1.25458,1.25558,1.25517,1.25549,1572
2024-01-01 06:00:00,1.25549,1.25689,1.25571,1.25623,1253
2024-01-01 06:05:00,1.25623,1.25625,1.25596,1.2562,1000
2024-01-01 06:10:00,1.2562,1.25623,1.25604,1.25606,1854
2024-01-01 06:15:00,1.25606,1.25656,1.25598,1.256,1803
2024-01-01 06:20:00,1.256,1.25605,1.25553,1.25586,1752
2024-01-01 06:25:00,1.25586,1.25538,1.25501,1.25537,1222
2024-01-01 06:30:00,1.25537,1.25545,1.25521,1.25536,1839
2024-01-01 06:35:00,1.25536,1.25577,1.25499,1.2557,1718
2024-01-01 06:40:00,1.2557,1.25574,1.25567,1.25568,1323
2024-01-01 06:45:00,1.25568,1.25511,1.25498,1.25501,1221
2024-01-01 06:50:00,1.25501,1.25532,1.25483,1.25496,1065
2024-01-01 06:55:00,1.25496,1.25577,1.25511,1.25556,1427
2024-01-01 07:00:00,1.25556,1.25539,1.25433,1.25446,1256
2024-01-01 07:05:00,1.25446,1.25498,1.25435,1.25489,1658
2024-01-01 07:10:00,1.25489,1.25577,1.25479,1.25558,1332
2024-01-01 07:15:00,1.25558,1.25462,1.25452,1.25453,1000
2024-01-01 07:20:00,1.25453,1.25466,1.25427,1.25439,1759
2024-01-01 07:25:00,1.25439,1.25513,1.25423,1.25472,1253
2024-01-01 07:30:00,1.25472,1.25532,1.25422,1.25423,1738
2024-01-01 07:35:00,1.25423,1.25435,1.25384,1.25389,1375
2024-01-01 07:40:00,1.25389,1.25431,1.25356,1.25368,1513
2024-01-01 07:45:00,1.25368,1.25413,1.25389,1.25393,1000
2024-01-01 07:50:00,1.25393,1.25422,1.25366,1.25382,2094
2024-01-01 07:55:00,1.25382,1.25362,1.25345,1.25359,1692
2024-01-01 08:00:00,1.25359,1.25306,1.25276,1.25294,1513
2024-01-01 08:05:00,1.25294,1.25232,1.25215,1.25225,1191
2024-01-01 08:10:00,1.25225,1.25205,1.25151,1.25194,1637
2024-01-01 08:15:00,1.25194,1.25226,1.2515,1.25178,1397
2024-01-01 08:20:00,1.25178,1.25319,1.25284,1.25291,1429
2024-01-01 08:25:00,1.25291,1.25332,1.25262,1.25294,1170
2024-01-01 08:30:00,1.25294,1.25322,1.25263,1.25287,1803
2024-01-01 08:35:00,1.25287,1.25376,1.25318,1.25335,1000
2024-01-01 08:40:00,1.25335,1.25357,1.25301,1.25312,1180
2024-01-01 08:45:00,1.25312,1.25294,1.25234,1.25239,1669
2024-01-01 08:50:00,1.25239,1.25183,1.25091,1.25161,1842
2024-01-01 08:55:00,1.25161,1.25247,1.25235,1.25244,1606
2024-01-01 09:00:00,1.25244,1.25269,1.25212,1.25227,1717
2024-01-01 09:05:00,1.25227,1.2532,1.25259,1.25302,1792
2024-01-01 09:10:00,1.25302,1.25407,1.25365,1.25382,1731
2024-01-01 09:15:00,1.25382,1.25366,1.25357,1.2536,2022
2024-01-01 09:20:00,1.2536,1.25446,1.25384,1.25444,1009
2024-01-01 09:25:00,1.25444,1.25485,1.25433,1.25478,1480
2024-01-01 09:30:00,1.25478,1.2555,1.25509,1.25529,1913
2024-01-01 09:35:00,1.25529,1.25611,1.25564,1.25583,1352
2024-01-01 09:40:00,1.25583,1.25647,1.25589,1.25645,1071
2024-01-01 09:45:00,1.25645,1.25706,1.25656,1.25682,1473
2024-01-01 09:50:00,1.25682,1.2573,1.25678,1.25704,2075
2024-01-01 09:55:00,1.25704,1.25673,1.25665,1.25666,1764
2024-01-01 10:00:00,1.25666,1.25823,1.25781,1.25799,1839
2024-01-01 10:05:00,1.25799,1.25814,1.25772,1.25785,1267
2024-01-01 10:10:00,1.25785,1.25797,1.25728,1.25756,1351
2024-01-01 10:15:00,1.25756,1.25802,1.25751,1.25786,1798
2024-01-01 10:20:00,1.25786,1.25712,1.25661,1.25661,1261
2024-01-01 10:25:00,1.25661,1.25603,1.25559,1.25585,1429
2024-01-01 10:30:00,1.25585,1.2569,1.2564,1.25654,1319
2024-01-01 10:35:00,1.25654,1.25748,1.25726,1.25748,1466
2024-01-01 10:40:00,1.25748,1.2581,1.25736,1.25774,1637
2024-01-01 10:45:00,1.25774,1.25844,1.25792,1.25799,1606
2024-01-01 10:50:00,1.25799,1.25801,1.25794,1.25798,1224
2024-01-01 10:55:00,1.25798,1.2585,1.25815,1.25843,1733
2024-01-01 11:00:00,1.25843,1.25737,1.25725,1.25728,1140
2024-01-01 11:05:00,1.25728,1.25696,1.25677,1.25693,1615
2024-01-01 11:10:00,1.25693,1.25746,1.25693,1.25699,1407
2024-01-01 11:15:00,1.25699,1.25734,1.25652,1.25711,1706
2024-01-01 11:20:00,1.25711,1.25746,1.25737,1.25742,1606
2024-01-01 11:25:00,1.25742,1.25683,1.25636,1.25656,1908
2024-01-01 11:30:00,1.25656,1.25685,1.2562,1.25629,1073
2024-01-01 11:35:00,1.25629,1.25619,1.25589,1.25615,1156
2024-01-01 11:40:00,1.25615,1.25639,1.25594,1.25617,1485
2024-01-01 11:45:00,1.25617,1.25642,1.25632,1.25639,1749
2024-01-01 11:50:00,1.25639,1.25659,1.25627,1.25648,1601
2024-01-01 11:55:00,1.25648,1.25703,1.25644,1.25694,1624
2024-01-01 12:00:00,1.25694,1.25793,1.25761,1.2577,1075
2024-01-01 12:05:00,1.2577,1.25765,1.25704,1.25739,1381
2024-01-01 12:10:00,1.25739,1.25762,1.25696,1.25711,1993
2024-01-01 12:15:00,1.25711,1.25779,1.25752,1.25777,1423
2024-01-01 12:20:00,1.25777,1.25776,1.25755,1.25757,1241
2024-01-01 12:25:00,1.25757,1.25765,1.25727,1.25764,1646
2024-01-01 12:30:00,1.25764,1.26022,1.26006,1.26006,1690
2024-01-01 12:35:00,1.26006,1.26064,1.25987,1.26009,1787
2024-01-01 12:40:00,1.26009,1.2595,1.25936,1.25936,1396
2024-01-01 12:45:00,1.25936,1.25981,1.25929,1.25961,1411
2024-01-01 12:50:00,1.25961,1.25899,1.25829,1.25847,1891
2024-01-01 12:55:00,1.25847,1.25846,1.25829,1.25842,1086
2024-01-01 13:00:00,1.25842,1.25896,1.25864,1.25895,1036
2024-01-01 13:05:00,1.25895,1.25915,1.2588,1.25892,1539
2024-01-01 13:10:00,1.25892,1.2592,1.25879,1.25903,1474
2024-01-01 13:15:00,1.25903,1.25877,1.25832,1.25866,1524
2024-01-01 13:20:00,1.25866,1.26012,1.25949,1.25952,1684
2024-01-01 13:25:00,1.25952,1.26029,1.25947,1.26024,1503
2024-01-01 13:30:00,1.26024,1.26006,1.25981,1.25986,1210
2024-01-01 13:35:00,1.25986,1.26021,1.25975,1.26015,1259
2024-01-01 13:40:00,1.26015,1.26077,1.26005,1.26058,2161
2024-01-01 13:45:00,1.26058,1.26068,1.26029,1.26051,1379
2024-01-01 13:50:00,1.26051,1.26059,1.2602,1.26051,1617
2024-01-01 13:55:00,1.26051,1.2608,1.26037,1.26038,1775
2024-01-01 14:00:00,1.26038,1.26053,1.25979,1.25988,1297
2024-01-01 14:05:00,1.25988,1.2595,1.25911,1.25917,1151
2024-01-01 14:10:00,1.25917,1.25963,1.25909,1.25931,1196
2024-01-01 14:15:00,1.25931,1.25996,1.25975,1.25976,1856
2024-01-01 14:20:00,1.25976,1.2598,1.25881,1.25904,1939
2024-01-01 14:25:00,1.25904,1.25954,1.25905,1.25939,1000
2024-01-01 14:30:00,1.25939,1.25986,1.25922,1.25949,1383
2024-01-01 14:35:00,1.25949,1.25944,1.25916,1.25939,1570
2024-01-01 14:40:00,1.25939,1.25957,1.25906,1.2592,1316
2024-01-01 14:45:00,1.2592,1.25909,1.25904,1.25907,1664
2024-01-01 14:50:00,1.25907,1.25878,1.25848,1.25854,1623
2024-01-01 14:55:00,1.25854,1.25967,1.25898,1.25901,1708
2024-01-01 15:00:00,1.25901,1.25862,1.25841,1.25848,1441
2024-01-01 15:05:00,1.25848,1.25823,1.25782,1.25782,1347
2024-01-01 15:10:00,1.25782,1.25795,1.25723,1.25735,1689
2024-01-01 15:15:00,1.25735,1.25803,1.25733,1.25773,1327
2024-01-01 15:20:00,1.25773,1.25817,1.25766,1.25799,1742
2024-01-01 15:25:00,1.25799,1.25906,1.25858,1.25876,2030
2024-01-01 15:30:00,1.25876,1.25892,1.2586,1.2587,1673
2024-01-01 15:35:00,1.2587,1.2582,1.25803,1.25819,1161
2024-01-01 15:40:00,1.25819,1.2591,1.25836,1.25842,1738
2024-01-01 15:45:00,1.25842,1.2587,1.25823,1.25841,1845
2024-01-01 15:50:00,1.25841,1.25913,1.25876,1.25881,1629
2024-01-01 15:55:00,1.25881,1.25889,1.25877,1.25883,1530
2024-01-01 16:00:00,1.25883,1.25875,1.25837,1.25843,1051
2024-01-01 16:05:00,1.25843,1.25926,1.25848,1.2589,1429
2024-01-01 16:10:00,1.2589,1.25904,1.25856,1.25864,1377
2024-01-01 16:15:00,1.25864,1.25823,1.25796,1.25805,1141
2024-01-01 16:20:00,1.25805,1.25856,1.25803,1.25805,1475
2024-01-01 16:25:00,1.25805,1.2587,1.25817,1.25835,1312
2024-01-01 16:30:00,1.25835,1.25865,1.25843,1.25849,1699
2024-01-01 16:35:00,1.25849,1.2591,1.259,1.25904,2232
