open,high,low,close,volume,body_size,candle_range,body_to_range_ratio,upper_wick,lower_wick,upper_wick_ratio,lower_wick_ratio,is_bullish,atr_14,atr_normalized,volatility_ratio,rsi,macd,macd_signal,macd_histogram,sma_10,sma_20,ema_12,ema_26,stoch_rsi_k,stoch_rsi_d,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_ta,swing_high,swing_low,bos_bullish,bos_bearish,liquidity_sweep_high,liquidity_sweep_low,fvg_bullish,fvg_bearish,fvg_size,minute,hour,day_of_week,time_block,time_block_asian_late,time_block_london,time_block_ny_overlap,time_block_evening,close_lag1,close_lag2,high_lag1,low_lag1,volume_lag1,price_change_1,price_change_2,close_std_20,volume_mean_20,high_max_20,low_min_20,price_percentile,momentum_5,momentum_10,symbol,row_index,timestamp
110.00986,110.01224,110.0116,110.0119,1523,0.0020399999999938245,0.0006400000000041928,3.187499999969469,0.00034000000000844466,-0.0017399999999980764,0.5312500000097145,-2.7187499999791833,1.0,0.0007321428571428003,6.655124192408279e-06,1.11180487805239,77.20031523259591,0.0009558397136117947,0.0007205305881838086,0.0002353091254279861,110.00921000000001,110.00840799999999,110.00925881761245,110.00830297789884,1.0,1.0,110.01065140455556,110.00840799999999,110.00616459544442,0.00448680911114252,1.278281382940155,0.0007592034395701794,1,0,1,0,0,0,1,0,0.0016999999999995907,10,4,0,asian_late,1,0,0,0,110.00986,110.0098,110.00991,110.00967,1980,1.8543792347284367e-05,5.454059547861551e-07,0.0011508422544960774,1485.7,110.01224,110.00666,0.939068100357008,2.745232930280038e-05,4.2815383249066525e-05,USDJPY,50,2024-01-01 04:10:00
110.0119,110.01125,110.01052,110.01086,1455,0.0010400000000032605,0.0007300000000043383,1.4246575342425754,-0.000649999999993156,0.0003399999999942338,-0.8904109588894428,0.4657534246468674,0.0,0.000792142857142559,7.200587806899783e-06,1.3128944995537537,66.85708581218739,0.0010127664209989007,0.000778977754746827,0.00023378866625207366,110.00944199999999,110.00856299999998,110.00950515336437,110.00849238694337,0.8625897058460216,0.9541965686153405,110.0110237405389,110.00856299999998,110.00610225946106,0.004921481077843737,0.9667294181732917,0.0008035460510292733,0,0,1,0,0,0,1,0,0.0006099999999946704,15,4,0,asian_late,1,0,0,0,110.0119,110.00986,110.01224,110.0116,1523,-9.453522755295205e-06,1.8543792347284367e-05,0.0012623332615253036,1480.25,110.01224,110.00666,0.7526881720413129,1.7998547026285427e-05,2.1089271796511754e-05,USDJPY,51,2024-01-01 04:15:00
110.01086,110.01109,110.01028,110.01101,1293,0.00015000000000497948,0.0008100000000013097,0.18518518519103327,7.999999999697138e-05,0.0005799999999993588,0.09876543209486671,0.7160493827141,1.0,0.0008014285714291905,7.2849851249360455e-06,1.3625668449221187,67.53274130023811,0.0010577914319753745,0.0008347404901925366,0.00022305094178283794,110.009724,110.00869949999999,110.0097366682314,110.00867887679942,0.7341555269444625,0.8655817442634947,110.0113757397127,110.00869949999999,110.00602326028728,0.005352479425425827,0.931669104421339,0.0008040070473844188,0,0,1,0,0,0,0,1,0.0005100000000055616,20,4,0,asian_late,1,0,0,0,110.01086,110.0119,110.01125,110.01052,1455,1.3635017488726067e-06,-9.453522755295205e-06,0.0013728820051244909,1472.9,110.01224,110.00666,0.7795698924722694,1.599865465862575e-05,2.5634455034664444e-05,USDJPY,52,2024-01-01 04:20:00
110.01101,110.00996,110.00937,110.00994,1337,0.001069999999998572,0.0005900000000025329,1.8135593220236923,-0.0010499999999922238,0.0005699999999961847,-1.7796610169283322,0.9661016949046399,0.0,0.0008571428571428896,7.791503723598883e-06,1.5050000000001658,58.388655484752235,0.000995656709150694,0.0008669237339841681,0.00012873297516652598,110.00986700000001,110.008815,110.00976795004195,110.0087722933328,0.4842417336396961,0.6936623221433934,110.01149602592301,110.008815,110.00613397407699,0.005362051846020677,0.7098077438092494,0.0008637208297137286,0,0,1,0,0,0,0,1,0.0005599999999930105,25,4,0,asian_late,1,0,0,0,110.01101,110.01086,110.01109,110.01028,1293,-9.726299213129415e-06,1.3635017488726067e-06,0.0013753372792061444,1488.7,110.01224,110.00666,0.5878136200714016,1.2726138944149099e-06,1.2998994350520284e-05,USDJPY,53,2024-01-01 04:25:00
110.00994,110.00967,110.00942,110.0096,1931,0.0003399999999942338,0.0002499999999940883,1.360000000009095,-0.00027000000000043656,0.00018000000000029104,-1.080000000027285,0.7200000000181899,0.0,0.0008785714285711574,7.986315999432389e-06,1.5320325203234806,55.80304195939662,0.0009085066361933514,0.0008752403144260048,3.32663217673466e-05,110.009998,110.00893350000001,110.00974211157396,110.00883360493776,0.2883186944603411,0.5022386516815,110.01153206325685,110.00893350000001,110.00633493674317,0.0051971265136785405,0.6282439436946436,0.0008391693418766426,0,0,0,0,0,0,0,1,0.0006099999999946704,30,4,0,asian_late,1,0,0,0,110.00994,110.01101,110.00996,110.00937,1337,-3.0906298103083577e-06,-9.726299213129415e-06,0.001333034824039492,1529.15,110.01224,110.00666,0.5268817204309565,-2.3634245148322377e-06,1.1908193464362523e-05,USDJPY,54,2024-01-01 04:30:00
110.0096,110.01007,110.00942,110.00945,1000,0.00015000000000497948,0.000649999999993156,0.23076923077932132,0.000469999999992865,2.9999999995311555e-05,0.7230769230735595,0.04615384614711912,0.0,0.0008278571428560001,7.5253275319165775e-06,1.2079378774777223,54.653175095498746,0.0008179075005472214,0.0008637737516502482,-4.586625110302681e-05,110.01005500000001,110.00902950000003,110.00969717133181,110.00887926383126,0.08341954002856694,0.28532665604286805,110.01155438791828,110.00902950000003,110.00650461208177,0.005049775836511117,0.5832710230294608,0.0008256572460278221,0,0,0,0,0,0,0,0,0.0,35,4,0,asian_late,1,0,0,0,110.0096,110.00994,110.00967,110.00942,1931,-1.3635173658024343e-06,-3.0906298103083577e-06,0.0012952401728097598,1501.65,110.01224,110.00666,0.5,-2.2270318029195628e-05,5.181399901500539e-06,USDJPY,55,2024-01-01 04:35:00
110.00945,110.01018,110.00947,110.0099,1692,0.0004500000000007276,0.0007100000000122009,0.6338028168915417,0.0002800000000036107,-1.9999999992137418e-05,0.39436619718140714,-0.028169014072948917,1.0,0.0008521428571423176,7.746056101699189e-06,1.0209555741805827,57.48360287446901,0.0007735018244687808,0.0008457193662139548,-7.221754174517397e-05,110.010157,110.009157,110.0097283757423,110.00895487391783,0.04184459406322243,0.13786094285071016,110.01158546535898,110.009157,110.00672853464103,0.004856930717949126,0.6529772696271186,0.0008188245855975733,0,0,0,0,0,0,0,0,0.0,40,4,0,asian_late,1,0,0,0,110.00945,110.0096,110.01007,110.00942,1000,4.09055767482455e-06,-1.3635173658024343e-06,0.0012457764435748464,1536.25,110.01224,110.00709,0.5456310679604685,-8.726411192422987e-06,9.271978771140223e-06,USDJPY,56,2024-01-01 04:40:00
110.0099,110.00999,110.00929,110.00972,1135,0.00018000000000029104,0.0007000000000090267,0.257142857139957,9.000000000014552e-05,0.0004300000000085902,0.1285714285699785,0.6142857142900645,0.0,0.0008535714285713425,7.759054641456614e-06,0.993472803346397,55.97848332671192,0.0007155372426410622,0.0008196829414993764,-0.00010414569885831414,110.010204,110.00926150000001,110.00972708716657,110.00901154992393,0.06143774014375528,0.06223395807851489,110.01159619719658,110.00926150000001,110.00692680280343,0.004669394393147286,0.5981926051623234,0.0008103371151983914,0,0,0,0,0,0,0,0,0.0,45,4,0,asian_late,1,0,0,0,110.0099,110.00945,110.01018,110.00947,1692,-1.636216376892362e-06,4.09055767482455e-06,0.0011976743912128216,1499.85,110.01224,110.00709,0.5106796116497353,-1.1726099051334488e-05,4.272368005482047e-06,USDJPY,57,2024-01-01 04:45:00
110.00972,110.01039,110.00999,110.01036,1376,0.0006400000000041928,0.00039999999999906777,1.600000000014211,2.9999999995311555e-05,-0.00027000000000043656,0.07499999998845368,-0.6750000000026646,1.0,0.0008407142857141789,7.642137392461754e-06,0.7779099405269927,59.989824694478344,0.0007130232569636519,0.0007983510045922315,-8.532774762857966e-05,110.01025999999999,110.00937200000001,110.00982445837171,110.00911143511475,0.14033391894263725,0.08120541771653832,110.01169497739974,110.00937200000001,110.00704902260028,0.004645954799457286,0.7126581171448013,0.000800313035541328,0,0,0,0,0,0,0,0,0.0,50,4,0,asian_late,1,0,0,0,110.00972,110.0099,110.00999,110.00929,1135,5.817667747942571e-06,-1.636216376892362e-06,0.0011916622622906278,1512.5,110.01224,110.00709,0.6349514563107332,3.81783682461254e-06,5.0904555776596395e-06,USDJPY,58,2024-01-01 04:50:00
110.01036,110.01101,110.01037,110.01061,1691,0.0002499999999940883,0.0006400000000041928,0.3906249999882039,0.00039999999999906777,-9.999999988963282e-06,0.6249999999944489,-0.015624999982652765,1.0,0.000844285714285726,7.674584426772345e-06,0.80541455160724,61.466902133084105,0.000722871008846937,0.0007832550054431727,-6.0383996596235666e-05,110.01033500000001,110.009537,110.00994531092991,110.00922243992106,0.1992223815798021,0.13366468022206487,110.01171495408575,110.009537,110.00735904591424,0.004355908171504552,0.7463320983267169,0.0007895763901450301,0,0,0,0,0,0,1,0,0.0003799999999927195,55,4,0,asian_late,1,0,0,0,110.01036,110.00972,110.01039,110.00999,1376,2.2725132432444386e-06,5.817667747942571e-06,0.0011172668719503964,1523.1,110.01224,110.00709,0.6834951456299696,9.181016929374692e-06,6.817570715901972e-06,USDJPY,59,2024-01-01 04:55:00
110.01061,110.0106,110.01036,110.01055,1428,6.0000000004833964e-05,0.00023999999999091415,0.25000000002960593,-1.0000000003174137e-05,0.00018999999998925432,-0.04166666668146964,0.7916666666518637,0.0,0.000844285714285726,7.674588612507855e-06,0.7106598984771744,60.885942749882204,0.0007175623129285214,0.0007701164669402425,-5.255415401172114e-05,110.01019999999998,110.00970499999998,110.01003834001762,110.00932077770469,0.2717734810885149,0.2037765938703181,110.01163739229959,110.00970499999998,110.00777260770037,0.003864784599215909,0.7186409043815414,0.0007510352194199628,0,0,0,0,0,0,0,0,0.0,0,5,0,asian_late,1,0,0,0,110.01061,110.01036,110.01101,110.01037,1691,-5.454019390023741e-07,2.2725132432444386e-06,0.0009912963336210308,1537.95,110.01224,110.00766,0.6310043668102489,9.99914098283269e-06,-1.2271399730412644e-05,USDJPY,60,2024-01-01 05:00:00
110.01055,110.01071,110.01026,110.01031,1000,0.00023999999999091415,0.0004500000000007276,0.5333333333122802,0.00016000000000815362,5.000000000165983e-05,0.3555555555730998,0.11111111111461996,0.0,0.0008371428571426317,7.6096763761744854e-06,0.6498293515351756,58.50398228791769,0.0006860804307962098,0.000753309259711436,-6.722882891522619e-05,110.01014500000001,110.0097935,110.01008013386107,110.00939405343027,0.24980702329496118,0.24026762865442608,110.01166554994579,110.0097935,110.00792145005421,0.0037440998915769796,0.6379503792527866,0.0007295327037471602,0,0,0,0,0,0,0,0,0.0,5,5,0,asian_late,1,0,0,0,110.01055,110.01061,110.0106,110.01036,1428,-2.181608945604891e-06,-5.454019390023741e-07,0.0009603413592641684,1518.2,110.01224,110.00766,0.5786026200873905,3.7269373029358438e-06,-4.999506412274538e-06,USDJPY,61,2024-01-01 05:05:00
110.01031,110.00982,110.00924,110.00975,1718,0.0005600000000072214,0.0005799999999993588,0.9655172413928284,-0.0004899999999992133,0.0005099999999913507,-0.8448275862064741,0.8793103448136457,0.0,0.0008671428571420035,7.882418214221954e-06,0.7126853377240076,53.26748180101453,0.0006089241934290612,0.0007244322464549612,-0.00011550805302589992,110.01001900000001,110.0098715,110.01002934403628,110.00942041984285,0.14907396659457392,0.2235514903260167,110.0115938155923,110.0098715,110.0081491844077,0.0034446311846068056,0.46472771873260804,0.0007538517963365468,0,0,0,0,0,0,0,1,0.0005400000000008731,10,5,0,asian_late,1,0,0,0,110.01031,110.01055,110.01071,110.01026,1000,-5.090431978668375e-06,-2.181608945604891e-06,0.0008835292566552282,1523.6,110.01224,110.00766,0.4563318777278485,2.72703175640403e-07,-1.1453399073438534e-05,USDJPY,62,2024-01-01 05:10:00
110.00975,110.01002,110.00968,110.00982,1837,7.00000000080081e-05,0.0003399999999942338,0.20588235296822135,0.00019999999999242846,6.999999999379725e-05,0.5882352941053539,0.2058823529264247,1.0,0.0008742857142840828,7.947342467100507e-06,0.6313725490163888,53.82385738922606,0.0005471188884769163,0.0006889695748593522,-0.00014185068638243592,110.010007,110.009937,110.00999713726148,110.009450018373,0.06467884648744168,0.15451994545899225,110.01154292776907,110.009937,110.00833107223092,0.0032118555381543956,0.46357245878622194,0.0007242909537406672,0,0,0,0,0,0,0,1,0.000240000000005125,15,5,0,asian_late,1,0,0,0,110.00975,110.01031,110.00982,110.00924,1718,6.363072364768405e-07,-5.090431978668375e-06,0.0008238235631221323,1523.3,110.01224,110.00766,0.47161572052434264,-4.908628605531998e-06,-1.0908105212625067e-06,USDJPY,63,2024-01-01 05:15:00
110.00982,110.01106,110.01009,110.01032,2092,0.0004999999999881766,0.0009699999999952524,0.515463917516107,0.0007400000000075124,-0.00027000000000043656,0.762886597949623,-0.2783505154657299,1.0,0.0007928571428550413,7.20711604924921e-06,0.8450450450430751,57.697925043918126,0.0005323469955271776,0.0006576450589929173,-0.00012529806346573975,110.01007899999999,110.01003850000002,110.01004680845202,110.00951446145649,0.11127436555093773,0.10834239287765111,110.01146138825968,110.01003850000002,110.00861561174037,0.002845776519308174,0.5989185194485462,0.0007611273141874545,1,0,0,0,0,0,1,0,0.00027000000000043656,20,5,0,asian_late,1,0,0,0,110.00982,110.00975,110.01002,110.00968,1837,4.545048796445413e-06,6.363072364768405e-07,0.0007299262760159197,1545.8,110.01224,110.00858,0.4754098360636642,-2.6361093716941014e-06,6.544883355515821e-06,USDJPY,64,2024-01-01 05:20:00
110.01032,110.01044,110.00963,110.01034,1688,2.0000000006348273e-05,0.0008100000000013097,0.02469135803248881,0.00010000000000331966,0.0006899999999916417,0.12345679012735551,0.8518518518401557,1.0,0.0007521428571410281,6.837019657797877e-06,1.0396961063627839,57.85025634888539,0.0005163023842982284,0.0006293765240539796,-0.00011307413975575125,110.010168,110.0101115,110.01009191484401,110.00957561245971,0.21835909934355427,0.13143743712731124,110.01143552832274,110.0101115,110.00878747167725,0.0026480566454836207,0.5862896948958607,0.0007646182203170155,0,0,0,0,0,0,0,0,0.0,25,5,0,asian_late,1,0,0,0,110.01032,110.00982,110.01106,110.01009,2092,1.8180112562483477e-07,4.545048796445413e-06,0.0006792121984507534,1553.65,110.01224,110.00878,0.4508670520219581,-1.908907827436574e-06,8.090214067957625e-06,USDJPY,65,2024-01-01 05:25:00
110.01034,110.01003,110.00972,110.00998,1669,0.0003600000000005821,0.00030999999999892225,1.1612903225865603,-0.00030999999999892225,0.0002599999999972624,-1.0,0.8387096774134398,0.0,0.000738571428569352,6.713676600698882e-06,1.1048355899417348,54.07553006113769,0.00046913008335991435,0.0005973272359151667,-0.00012819715255525232,110.010176,110.01016650000001,110.0100746971757,110.00960556709234,0.24345978630337328,0.19103108373262176,110.01136695449703,110.01016650000001,110.00896604550299,0.002400908994047768,0.4223210873570532,0.0007542883474370746,0,0,0,0,0,0,0,1,6.0000000004833964e-05,30,5,0,asian_late,1,0,0,0,110.01034,110.01032,110.01044,110.00963,1688,-3.272419665284028e-06,1.8180112562483477e-07,0.0006158201634266982,1557.7,110.01224,110.00878,0.34682080924734415,-2.9997188445816626e-06,7.272072785901212e-07,USDJPY,66,2024-01-01 05:30:00
110.00998,110.00926,110.00904,110.00924,1729,0.0007399999999933016,0.00021999999999877673,3.363636363624619,-0.0007200000000011642,0.0002000000000066393,-3.2727272727507617,0.9090909091261427,0.0,0.0006885714285697223,6.259214485707948e-06,1.1473029045639684,47.2505560233984,0.0003677941771229598,0.0005514206241567254,-0.00018362644703376558,110.01012800000001,110.010166,110.00994628222558,110.00957848804846,0.13993454623454896,0.20058447729382547,110.01136798835245,110.010166,110.00896401164755,0.002403976704897559,0.11480491965411344,0.0007675534654772795,0,1,0,0,0,0,0,1,0.0003700000000037562,35,5,0,asian_late,1,0,0,0,110.00998,110.01034,110.01003,110.00972,1669,-6.726662435474505e-06,-3.272419665284028e-06,0.0006166070146567587,1566.65,110.01224,110.00904,0.06250000000194289,-4.6359527222937125e-06,-4.3632508108923385e-06,USDJPY,67,2024-01-01 05:35:00
110.00924,110.01031,110.00959,110.00959,1446,0.00034999999999740794,0.0007200000000011642,0.48611111110672506,0.0007200000000011642,-0.00034999999999740794,1.0,-0.48611111110672506,1.0,0.0007278571428557257,6.616306295257765e-06,1.285966633955536,50.436810597987304,0.0003121287898721903,0.0005035622572998183,-0.00019143346742762804,110.010051,110.01015550000002,110.00989146957549,110.00957934078562,0.10755852099487727,0.16365095117759984,110.01137365393095,110.01015550000002,110.0089373460691,0.002436307861842124,0.2678864773706493,0.0007891567893716575,0,0,0,0,0,0,0,0,0.0,40,5,0,asian_late,1,0,0,0,110.00924,110.00998,110.00926,110.00904,1729,3.18155093151637e-06,-6.726662435474505e-06,0.0006248997814365814,1551.0,110.01224,110.00904,0.17187500000090206,-2.0907224464320627e-06,-6.999340789384054e-06,USDJPY,68,2024-01-01 05:40:00
110.00959,110.01004,110.00988,110.01002,1248,0.0004299999999943793,0.00016000000000815362,2.6874999998279154,2.0000000006348273e-05,-0.000289999999992574,0.1250000000333067,-1.8124999998612221,1.0,0.0007135714285705522,6.486422132916185e-06,1.0902902902911793,54.104697353173734,0.00029926127804458247,0.0004627020614487712,-0.00016344078340418874,110.00999199999998,110.0101635,110.00991124348695,110.00961198220891,0.23541904572145148,0.16097070431695923,110.01137587411694,110.0101635,110.00895112588307,0.0024247482338637383,0.4408185979875865,0.0007649313044165911,0,0,0,0,0,0,1,0,0.0006199999999978445,45,5,0,asian_late,1,0,0,0,110.00959,110.00924,110.01031,110.00959,1446,3.908750137096041e-06,3.18155093151637e-06,0.000621934799423833,1514.4,110.01224,110.00904,0.30624999999886204,-2.7270168834682795e-06,-5.363119066447618e-06,USDJPY,69,2024-01-01 05:45:00
110.01002,110.01132,110.01061,110.0108,1560,0.0007800000000059981,0.00070999999999799,1.0985915493073328,0.0005199999999945248,-0.0005900000000025329,0.732394366191545,-0.8309859154988778,1.0,0.0007542857142845654,6.856469676473268e-06,1.161363636364771,59.901582977946354,0.00034799173143085227,0.00043975999544518745,-9.176826401433518e-05,110.01001699999999,110.0101085,110.0100479752582,110.00969998352677,0.5320500472680612,0.29167587132812994,110.0110758112216,110.0101085,110.0091411887784,0.001934622443201306,0.8574340835505917,0.0008031504969583006,0,0,0,0,0,0,1,0,0.0002999999999957481,50,5,0,asian_late,1,0,0,0,110.01002,110.00959,110.01004,110.00988,1248,7.090263232440083e-06,3.908750137096041e-06,0.0004962201866938995,1516.25,110.01132,110.00904,0.7719298245636999,4.181425127891631e-06,2.2725093184998998e-06,USDJPY,70,2024-01-01 05:50:00
